time_s,state,state_name,fault,fault_name,currentStep,direction,throttle,dutyPct,vbusRaw,vbus_V,ibusRaw,ibus_A,ibusMax,ibusMax_A,bemfRaw,zcThreshold,stepPeriod,eRPM,goodZcCount,risingZcWorks,fallingZcWorks,zcSynced,zcConfirmedCount,zcTimeoutForceCount,hwzcEnabled,hwzcPhase,hwzcTotalZcCount,hwzcTotalMissCount,hwzcStepPeriodHR,hwzcNoiseReject,clpciTripCount,fpciTripCount,systemTick,uptimeSec,iaRaw,ibRaw,iaMax,iaMin,ibMax,ibMin,ia_A,ib_A,iaPkPos_A,iaPkNeg_A,ibPkPos_A,ibPkNeg_A,iaPkMag_A,ibPkMag_A,iaAtFault_A,ibAtFault_A,iaPkAtFault_A,ibPkAtFault_A,iaPkPosAtFault_A,iaPkNegAtFault_A,ibusPkPos_A,ibusPkNeg_A,ibusPkMag_A,ibusAtFault_A,ibusPkPosAtFault_A,ibusPkNegAtFault_A,ibusPkAtFault_A
0.279,0,IDLE,0,NONE,5,0,41,15,654,12.23,1990,-0.62,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625041,1625,2086,2151,2092,2074,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.302,0,IDLE,0,NONE,5,0,42,15,654,12.23,1992,-0.60,2024,-0.26,48,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625061,1625,2085,2151,2098,2075,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.326,0,IDLE,0,NONE,5,0,39,15,653,12.21,1994,-0.58,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625081,1625,2086,2151,2093,2073,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.349,0,IDLE,0,NONE,5,0,43,15,651,12.17,1994,-0.58,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625101,1625,2085,2151,2093,2072,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.373,0,IDLE,0,NONE,5,0,41,15,654,12.23,1991,-0.61,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625121,1625,2083,2151,2093,2073,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.4,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.398,0,IDLE,0,NONE,5,0,41,15,653,12.21,1990,-0.62,2024,-0.26,48,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625161,1625,2081,2151,2094,2073,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.421,0,IDLE,0,NONE,5,0,42,15,653,12.21,1992,-0.60,2024,-0.26,45,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625181,1625,2082,2151,2094,2074,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.444,0,IDLE,0,NONE,5,0,43,15,652,12.19,1988,-0.65,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625201,1625,2081,2151,2092,2075,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.468,0,IDLE,0,NONE,5,0,41,15,652,12.19,1992,-0.60,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625221,1625,2080,2151,2095,2074,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.491,0,IDLE,0,NONE,5,0,41,15,654,12.23,1988,-0.65,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625241,1625,2080,2151,2094,2074,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.516,0,IDLE,0,NONE,5,0,41,15,651,12.17,1988,-0.65,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625281,1625,2087,2151,2092,2072,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.539,0,IDLE,0,NONE,5,0,42,15,658,12.30,1994,-0.58,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625301,1625,2085,2151,2094,2074,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.563,0,IDLE,0,NONE,5,0,46,15,653,12.21,1989,-0.64,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625321,1625,2081,2151,2094,2073,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.586,0,IDLE,0,NONE,5,0,42,15,654,12.23,1989,-0.64,2024,-0.26,48,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625341,1625,2079,2151,2095,2072,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.610,0,IDLE,0,NONE,5,0,43,15,653,12.21,1994,-0.58,2024,-0.26,45,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625361,1625,2080,2151,2093,2072,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.633,0,IDLE,0,NONE,5,0,40,15,654,12.23,1990,-0.62,2024,-0.26,48,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625381,1625,2086,2151,2096,2073,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.658,0,IDLE,0,NONE,5,0,42,15,651,12.17,1990,-0.62,2024,-0.26,45,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625421,1625,2076,2151,2093,2073,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.681,0,IDLE,0,NONE,5,0,40,15,653,12.21,1988,-0.65,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625441,1625,2084,2151,2094,2072,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.705,0,IDLE,0,NONE,5,0,41,15,655,12.25,1992,-0.60,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625461,1625,2087,2151,2094,2074,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.728,0,IDLE,0,NONE,5,0,40,15,654,12.23,1982,-0.71,2024,-0.26,48,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625481,1625,2085,2151,2094,2072,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.752,0,IDLE,0,NONE,5,0,44,15,651,12.17,1990,-0.62,2024,-0.26,48,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625501,1625,2084,2151,2093,2073,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.8,0.8,+0.0,+0.0,+0.0,0.0
0.776,0,IDLE,0,NONE,5,0,42,15,658,12.30,1989,-0.64,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625541,1625,2078,2151,2093,2071,2151,2151,+0.3,+1.1,+0.5,+0.2,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.800,0,IDLE,0,NONE,5,0,42,15,651,12.17,1988,-0.65,2024,-0.26,45,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625561,1625,2076,2151,2093,2073,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.8,0.8,+0.0,+0.0,+0.0,0.0
0.823,0,IDLE,0,NONE,5,0,44,15,656,12.26,1990,-0.62,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625581,1625,2084,2151,2093,2072,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.8,0.8,+0.0,+0.0,+0.0,0.0
0.847,0,IDLE,0,NONE,5,0,42,15,654,12.23,1988,-0.65,2024,-0.26,48,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625601,1625,2080,2151,2094,2074,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.870,0,IDLE,0,NONE,5,0,42,15,650,12.15,1994,-0.58,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625621,1625,2081,2151,2096,2074,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.895,1,ARMED,0,NONE,5,0,52,15,655,12.25,1994,-0.58,2024,-0.26,45,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625661,1625,2080,2151,2095,2073,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.918,1,ARMED,0,NONE,5,0,42,15,653,12.21,1991,-0.61,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625681,1625,2082,2151,2093,2073,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.941,1,ARMED,0,NONE,5,0,39,15,651,12.17,1993,-0.59,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625701,1625,2081,2151,2093,2074,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.965,1,ARMED,0,NONE,5,0,43,15,653,12.21,1988,-0.65,2024,-0.26,45,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625721,1625,2081,2151,2093,2072,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
0.988,1,ARMED,0,NONE,5,0,43,15,653,12.21,1990,-0.62,2024,-0.26,54,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625741,1625,2079,2151,2091,2072,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.013,1,ARMED,0,NONE,5,0,41,15,650,12.15,1993,-0.59,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625781,1625,2080,2151,2094,2073,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.036,1,ARMED,0,NONE,5,0,43,15,653,12.21,1983,-0.70,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625801,1625,2082,2151,2093,2071,2151,2151,+0.4,+1.1,+0.5,+0.2,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.060,1,ARMED,0,NONE,5,0,41,15,654,12.23,1988,-0.65,2024,-0.26,48,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625821,1625,2082,2151,2092,2071,2151,2151,+0.4,+1.1,+0.5,+0.2,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.083,1,ARMED,0,NONE,5,0,50,15,654,12.23,1988,-0.65,2024,-0.26,52,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625841,1625,2082,2151,2094,2070,2151,2151,+0.4,+1.1,+0.5,+0.2,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.107,1,ARMED,0,NONE,5,0,42,15,651,12.17,1991,-0.61,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625861,1625,2082,2151,2092,2072,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.130,1,ARMED,0,NONE,5,0,41,15,645,12.06,1984,-0.69,2024,-0.26,47,49,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625881,1625,2087,2151,2093,2074,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.8,0.8,+0.0,+0.0,+0.0,0.0
1.155,1,ARMED,0,NONE,5,0,41,15,654,12.23,1987,-0.66,2024,-0.26,48,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625921,1625,2074,2151,2093,2072,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.178,1,ARMED,0,NONE,5,0,40,15,652,12.19,1984,-0.69,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625941,1625,2081,2151,2088,2070,2151,2151,+0.4,+1.1,+0.4,+0.2,+1.1,+1.1,0.4,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.202,1,ARMED,0,NONE,5,0,43,15,651,12.17,1989,-0.64,2024,-0.26,45,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625961,1625,2078,2151,2091,2072,2151,2151,+0.3,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.8,0.8,+0.0,+0.0,+0.0,0.0
1.225,1,ARMED,0,NONE,5,0,43,15,652,12.19,1984,-0.69,2024,-0.26,45,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1625981,1625,2078,2151,2093,2071,2151,2151,+0.3,+1.1,+0.5,+0.2,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.8,0.8,+0.0,+0.0,+0.0,0.0
1.249,1,ARMED,0,NONE,5,0,42,15,654,12.23,1989,-0.64,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1626001,1626,2086,2151,2092,2070,2151,2151,+0.4,+1.1,+0.5,+0.2,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.273,1,ARMED,0,NONE,5,0,42,15,653,12.21,1991,-0.61,2024,-0.26,48,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1626041,1626,2085,2151,2092,2072,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.297,1,ARMED,0,NONE,5,0,37,15,652,12.19,1990,-0.62,2024,-0.26,44,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1626061,1626,2086,2151,2094,2071,2151,2151,+0.4,+1.1,+0.5,+0.2,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.320,1,ARMED,0,NONE,5,0,40,15,654,12.23,1984,-0.69,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1626081,1626,2087,2151,2095,2071,2151,2151,+0.4,+1.1,+0.5,+0.2,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.8,0.8,+0.0,+0.0,+0.0,0.0
1.344,1,ARMED,0,NONE,5,0,35,15,655,12.25,1988,-0.65,2024,-0.26,47,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1626101,1626,2081,2151,2094,2071,2151,2151,+0.4,+1.1,+0.5,+0.2,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.8,0.8,+0.0,+0.0,+0.0,0.0
1.367,1,ARMED,0,NONE,5,0,42,15,654,12.23,1990,-0.62,2024,-0.26,46,50,120,2000,0,0,0,1,0,0,0,0,102154,0,51758,51611,0,0,1626121,1626,2083,2151,2090,2072,2151,2151,+0.4,+1.1,+0.5,+0.3,+1.1,+1.1,0.5,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.8,0.8,+0.0,+0.0,+0.0,0.0
1.392,3,ALIGN,0,NONE,0,0,43,7,652,12.19,1991,-0.61,2024,-0.26,33,26,120,2000,0,0,0,0,0,0,0,0,102154,0,51758,51611,0,0,1626161,1626,1661,2151,1697,1637,2151,2151,-4.2,+1.1,-3.8,-4.4,+1.1,+1.1,4.4,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.415,3,ALIGN,0,NONE,0,0,41,7,650,12.15,1989,-0.64,2024,-0.26,36,25,120,2000,0,0,0,0,0,0,0,0,102154,0,51758,51611,0,0,1626181,1626,1589,2151,1670,1552,2151,2151,-4.9,+1.1,-4.1,-5.3,+1.1,+1.1,5.3,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
1.439,3,ALIGN,0,NONE,0,0,43,7,652,12.19,1991,-0.61,2024,-0.26,36,26,120,2000,0,0,0,0,0,0,0,0,102154,0,51758,51611,0,0,1626201,1626,1683,2151,1689,1588,2151,2151,-3.9,+1.1,-3.9,-4.9,+1.1,+1.1,4.9,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.8,0.8,+0.0,+0.0,+0.0,0.0
1.462,3,ALIGN,0,NONE,0,0,42,7,650,12.15,1988,-0.65,2024,-0.26,35,25,120,2000,0,0,0,0,0,0,0,0,102154,0,51758,51611,0,0,1626221,1626,1603,2151,1697,1595,2151,2151,-4.8,+1.1,-3.8,-4.9,+1.1,+1.1,4.9,1.1,+0.0,+0.0,0.0,0.0,+0.0,+0.0,-0.5,-0.7,0.7,+0.0,+0.0,+0.0,0.0
