timestamp_ms,elapsed_s,raw_line,state,pot,vbus,duty,step,tp,zc_count,synced,missed,bemf_a,bemf_b,bemf_c,dc1,io1,io2,io3,ic_accepted,ic_lcout_accepted,ic_false,ic_captures,ic_chatter,tp_hr,zc_interval,zc_interval_hr,prev_zc_interval,ic_phase,ic_filter_level,forced_steps,erpm,duty_pct_x10,ia_raw,ib_raw,ibus_raw,ia_mA,ib_mA,ibus_mA,fault_code,d_ic_accepted,d_ic_lcout_accepted,d_ic_false,d_ic_captures,d_ic_chatter,ic_accept_rate,ic_false_rate
1773758105182,28.81,S:CL P:2848 V:14240 D:1114 St:4 Tp:17 ZC:29704 SYN Miss:0 B:101 DC1:1114 IO:3400/0000/3000 FP:29403/BK:0/0 Cyc:11960 TpHR:1452 ZcI:18 ZcIHR:1422 PZcI:23 Ph:1 FL:4 Frc:1 eRPM:10880 D%:111 Ia:-160 Ib:608 Ibus:64,CL,2848,14240,1114,4,17,29704,1,0,1,0,1,1114,13312,0,12288,29403,0,0,11960,,1452,18,1422,23,,4,1,10880,111,-160,608,64,-168,638,67,,106,0,0,6324,0,1.7,0.0
1773758105282,28.91,S:CL P:2832 V:14240 D:1114 St:2 Tp:18 ZC:29810 SYN Miss:0 B:101 DC1:1114 IO:0000/3400/0000 FP:29509/BK:0/0 Cyc:18339 TpHR:1440 ZcI:15 ZcIHR:1781 PZcI:23 Ph:1 FL:4 Frc:1 eRPM:10444 D%:111 Ia:-624 Ib:624 Ibus:1104,CL,2832,14240,1114,2,18,29810,1,0,1,0,1,1114,0,13312,0,29509,0,0,18339,,1440,15,1781,23,,4,1,10444,111,-624,624,1104,-655,655,1158,,106,0,0,6379,0,1.7,0.0
1773758105381,29.009,S:CL P:2832 V:14240 D:1114 St:1 Tp:17 ZC:29916 SYN Miss:0 B:011 DC1:1114 IO:0000/3400/3000 FP:29616/BK:0/0 Cyc:24706 TpHR:1473 ZcI:13 ZcIHR:1656 PZcI:21 Ph:2 FL:5 Frc:0 eRPM:10500 D%:111 Ia:592 Ib:-912 Ibus:816,CL,2832,14240,1114,1,17,29916,1,0,0,1,1,1114,0,13312,12288,29616,0,0,24706,,1473,13,1656,21,,5,0,10500,111,592,-912,816,621,-957,856,,107,0,0,6367,0,1.7,0.0
1773758105481,29.109,S:CL P:2848 V:14256 D:1114 St:5 Tp:18 ZC:30022 SYN Miss:0 B:101 DC1:1114 IO:3400/0000/3400 FP:29722/BK:0/0 Cyc:31050 TpHR:1481 ZcI:23 ZcIHR:1109 PZcI:23 Ph:0 FL:4 Frc:1 eRPM:10880 D%:111 Ia:640 Ib:-144 Ibus:656,CL,2848,14256,1114,5,18,30022,1,0,1,0,1,1114,13312,0,13312,29722,0,0,31050,,1481,23,1109,23,,4,1,10880,111,640,-144,656,671,-151,688,,106,0,0,6344,0,1.7,0.0
1773758105580,29.208,S:CL P:2832 V:14256 D:1114 St:3 Tp:17 ZC:30129 SYN Miss:0 B:011 DC1:1114 IO:3400/3000/0000 FP:29829/BK:0/0 Cyc:37413 TpHR:1437 ZcI:24 ZcIHR:1265 PZcI:16 Ph:0 FL:5 Frc:1 eRPM:10536 D%:111 Ia:-720 Ib:608 Ibus:640,CL,2832,14256,1114,3,17,30129,1,0,0,1,1,1114,13312,12288,0,29829,0,0,37413,,1437,24,1265,16,,5,1,10536,111,-720,608,640,-755,638,671,,107,0,0,6363,0,1.7,0.0
1773758105680,29.308,S:CL P:2848 V:14224 D:1117 St:2 Tp:17 ZC:30235 SYN Miss:0 B:100 DC1:1114 IO:0000/3400/0000 FP:29935/BK:0/0 Cyc:43777 TpHR:1475 ZcI:21 ZcIHR:1203 PZcI:15 Ph:2 FL:4 Frc:1 eRPM:10437 D%:111 Ia:-144 Ib:-144 Ibus:784,CL,2848,14224,1117,2,17,30235,1,0,1,0,0,1114,0,13312,0,29935,0,0,43777,,1475,21,1203,15,,4,1,10437,111,-144,-144,784,-151,-151,822,,106,0,0,6364,0,1.7,0.0
1773758105780,29.408,S:CL P:2832 V:14240 D:1114 St:0 Tp:17 ZC:30341 SYN Miss:0 B:011 DC1:1114 IO:3000/3000/3400 FP:30041/BK:0/0 Cyc:50118 TpHR:1496 ZcI:14 ZcIHR:1109 PZcI:21 Ph:1 FL:4 Frc:0 eRPM:10790 D%:111 Ia:832 Ib:-560 Ibus:736,CL,2832,14240,1114,0,17,30341,1,0,0,1,1,1114,12288,12288,13312,30041,0,0,50118,,1496,14,1109,21,,4,0,10790,111,832,-560,736,873,-587,772,,106,0,0,6341,0,1.7,0.0
1773758105879,29.507,S:CL P:2832 V:14240 D:1114 St:4 Tp:17 ZC:30448 SYN Miss:0 B:011 DC1:1114 IO:3400/0000/3400 FP:30148/BK:0/0 Cyc:56464 TpHR:1465 ZcI:16 ZcIHR:1703 PZcI:22 Ph:1 FL:4 Frc:0 eRPM:10903 D%:111 Ia:-160 Ib:-192 Ibus:0,CL,2832,14240,1114,4,17,30448,1,0,0,1,1,1114,13312,0,13312,30148,0,0,56464,,1465,16,1703,22,,4,0,10903,111,-160,-192,0,-168,-201,0,,107,0,0,6346,0,1.7,0.0
1773758105979,29.607,S:CL P:2832 V:14240 D:1114 St:3 Tp:17 ZC:30554 SYN Miss:0 B:110 DC1:1114 IO:3000/3000/0000 FP:30254/BK:0/0 Cyc:62822 TpHR:1429 ZcI:14 ZcIHR:1860 PZcI:24 Ph:2 FL:4 Frc:1 eRPM:10643 D%:111 Ia:-1424 Ib:464 Ibus:144,CL,2832,14240,1114,3,17,30554,1,0,1,1,0,1114,12288,12288,0,30254,0,0,62822,,1429,14,1860,24,,4,1,10643,111,-1424,464,144,-1494,487,151,,106,0,0,6358,0,1.7,0.0
1773758106078,29.706,S:CL P:2832 V:14240 D:1114 St:1 Tp:17 ZC:30661 SYN Miss:0 B:011 DC1:1121 IO:0000/3400/3000 FP:30361/BK:0/0 Cyc:3619 TpHR:1466 ZcI:22 ZcIHR:1047 PZcI:13 Ph:1 FL:5 Frc:1 eRPM:10395 D%:111 Ia:-176 Ib:-112 Ibus:1264,CL,2832,14240,1114,1,17,30661,1,0,0,1,1,1121,0,13312,12288,30361,0,0,3619,,1466,22,1047,13,,5,1,10395,111,-176,-112,1264,-185,-117,1326,,107,0,0,-59203,0,,
1773758106178,29.806,S:CL P:2832 V:14240 D:1117 St:0 Tp:17 ZC:30767 SYN Miss:0 B:010 DC1:1114 IO:3000/0000/3400 FP:30467/BK:0/0 Cyc:9963 TpHR:1497 ZcI:21 ZcIHR:1187 PZcI:15 Ph:2 FL:4 Frc:0 eRPM:10783 D%:111 Ia:656 Ib:-832 Ibus:592,CL,2832,14240,1117,0,17,30767,1,0,0,1,0,1114,12288,0,13312,30467,0,0,9963,,1497,21,1187,15,,4,0,10783,111,656,-832,592,688,-873,621,,106,0,0,6344,0,1.7,0.0
1773758106277,29.905,S:CL P:2832 V:14240 D:1114 St:4 Tp:17 ZC:30874 SYN Miss:0 B:111 DC1:1114 IO:3400/0000/3400 FP:30573/BK:0/0 Cyc:16293 TpHR:1450 ZcI:17 ZcIHR:1640 PZcI:21 Ph:1 FL:4 Frc:1 eRPM:10828 D%:111 Ia:-160 Ib:-128 Ibus:944,CL,2832,14240,1114,4,17,30874,1,0,1,1,1,1114,13312,0,13312,30573,0,0,16293,,1450,17,1640,21,,4,1,10828,111,-160,-128,944,-168,-134,990,,106,0,0,6330,0,1.7,0.0
1773758106377,30.005,S:CL P:2832 V:14240 D:1114 St:3 Tp:17 ZC:30980 SYN Miss:0 B:100 DC1:1114 IO:3000/3000/0000 FP:30680/BK:0/0 Cyc:22657 TpHR:1445 ZcI:13 ZcIHR:1860 PZcI:24 Ph:2 FL:4 Frc:1 eRPM:10687 D%:111 Ia:-1344 Ib:720 Ibus:64,CL,2832,14240,1114,3,17,30980,1,0,1,0,0,1114,12288,12288,0,30680,0,0,22657,,1445,13,1860,24,,4,1,10687,111,-1344,720,64,-1410,755,67,,107,0,0,6364,0,1.7,0.0
