timestamp_ms,elapsed_s,raw_line,state,pot,vbus,duty,step,tp,zc_count,synced,missed,bemf_a,bemf_b,bemf_c,dc1,io1,io2,io3,ic_accepted,ic_lcout_accepted,ic_false,ic_captures,ic_chatter,tp_hr,zc_interval,zc_interval_hr,prev_zc_interval,ic_phase,forced_steps,erpm,duty_pct_x10,fault_code,d_ic_accepted,d_ic_lcout_accepted,d_ic_false,d_ic_captures,d_ic_chatter,ic_accept_rate,ic_false_rate
1773730325966,9.317,S:CL P:0 V:14272 D:999 St:4 Tp:17 ZC:3196 SYN Miss:0 B:101 DC1:999 IO:3400/3000/0000 FP:2790/BK:2/3 Cyc:20636 TpHR:1464 ZcI:24 ZcIHR:1344 PZcI:17 Ph:0 FL:3 Frc:1 eRPM:10327 D%:99,CL,0,14272,999,4,17,3196,1,0,1,0,1,999,13312,12288,0,,,,,,1464,24,1344,17,,1,10327,99,,0,0,0,0,0,,
1773730326065,9.417,S:CL P:0 V:14272 D:999 St:0 Tp:18 ZC:3300 SYN Miss:0 B:011 DC1:999 IO:3000/0000/3400 FP:2894/BK:2/3 Cyc:26454 TpHR:1518 ZcI:23 ZcIHR:1109 PZcI:14 Ph:2 FL:3 Frc:1 eRPM:10423 D%:99,CL,0,14272,999,0,18,3300,1,0,0,1,1,999,12288,0,13312,,,,,,1518,23,1109,14,,1,10423,99,,0,0,0,0,0,,
1773730326165,9.517,S:CL P:1424 V:14272 D:999 St:2 Tp:17 ZC:3405 SYN Miss:0 B:100 DC1:999 IO:3000/3400/0000 FP:2998/BK:2/3 Cyc:32243 TpHR:1472 ZcI:16 ZcIHR:1860 PZcI:24 Ph:1 FL:3 Frc:1 eRPM:10252 D%:99,CL,1424,14272,999,2,17,3405,1,0,1,0,0,999,12288,13312,0,,,,,,1472,16,1860,24,,1,10252,99,,0,0,0,0,0,,
1773730326265,9.616,S:CL P:6560 V:14240 D:1653 St:4 Tp:11 ZC:3533 SYN Miss:0 B:101 DC1:1678 IO:3000/3000/3000 FP:3129/BK:2/3 Cyc:38008 TpHR:887 ZcI:14 ZcIHR:874 PZcI:12 Ph:1 FL:2 Frc:1 eRPM:17536 D%:172,CL,6560,14240,1653,4,11,3533,1,0,1,0,1,1678,12288,12288,12288,,,,,,887,14,874,12,,1,17536,172,,0,0,0,0,0,,
1773730326365,9.716,S:CL P:8000 V:14224 D:1850 St:5 Tp:9 ZC:3720 SYN Miss:0 B:011 DC1:1850 IO:0000/3400/0000 FP:3317/BK:2/3 Cyc:44112 TpHR:812 ZcI:11 ZcIHR:890 PZcI:11 Ph:1 FL:2 Frc:1 eRPM:19101 D%:185,CL,8000,14224,1850,5,9,3720,1,0,0,1,1,1850,0,13312,0,,,,,,812,11,890,11,,1,19101,185,,0,0,0,0,0,,
1773730326464,9.816,S:CL P:8000 V:14256 D:1848 St:0 Tp:9 ZC:3913 SYN Miss:0 B:101 DC1:1848 IO:3400/3000/3000 FP:3511/BK:2/3 Cyc:50112 TpHR:806 ZcI:11 ZcIHR:906 PZcI:11 Ph:0 FL:2 Frc:1 eRPM:19654 D%:185,CL,8000,14256,1848,0,9,3913,1,0,1,0,1,1848,13312,12288,12288,,,,,,806,11,906,11,,1,19654,185,,0,0,0,0,0,,
1773730326564,9.915,S:CL P:8080 V:14256 D:1861 St:2 Tp:9 ZC:4107 SYN Miss:0 B:111 DC1:1864 IO:3000/3000/3000 FP:3705/BK:2/3 Cyc:56101 TpHR:798 ZcI:11 ZcIHR:922 PZcI:12 Ph:1 FL:2 Frc:1 eRPM:19629 D%:187,CL,8080,14256,1861,2,9,4107,1,0,1,1,1,1864,12288,12288,12288,,,,,,798,11,922,12,,1,19629,187,,0,0,0,0,0,,
1773730326664,10.015,S:CL P:11376 V:14192 D:2334 St:1 Tp:8 ZC:4317 SYN Miss:0 B:011 DC1:2366 IO:0000/3400/0000 FP:3917/BK:2/3 Cyc:62316 TpHR:644 ZcI:7 ZcIHR:656 PZcI:8 Ph:2 FL:2 Frc:1 eRPM:25000 D%:241,CL,11376,14192,2334,1,8,4317,1,0,0,1,1,2366,0,13312,0,,,,,,644,7,656,8,,1,25000,241,,0,0,0,0,0,,
1773730326763,10.115,S:CL P:12368 V:14224 D:2472 St:4 Tp:7 ZC:4572 SYN Miss:0 B:100 DC1:2475 IO:3400/0000/3400 FP:4172/BK:2/3 Cyc:2773 TpHR:599 ZcI:7 ZcIHR:563 PZcI:7 Ph:2 FL:2 Frc:1 eRPM:26041 D%:247,CL,12368,14224,2472,4,7,4572,1,0,1,0,0,2475,13312,0,13312,,,,,,599,7,563,7,,1,26041,247,,0,0,0,0,0,,
1773730326863,10.214,S:CL P:12384 V:14224 D:2472 St:4 Tp:7 ZC:4829 SYN Miss:0 B:101 DC1:2472 IO:3400/0000/3400 FP:4430/BK:2/3 Cyc:8769 TpHR:600 ZcI:8 ZcIHR:578 PZcI:8 Ph:2 FL:2 Frc:1 eRPM:25324 D%:247,CL,12384,14224,2472,4,7,4829,1,0,1,0,1,2472,13312,0,13312,,,,,,600,8,578,8,,1,25324,247,,0,0,0,0,0,,
1773730326963,10.314,S:CL P:12416 V:14224 D:2477 St:4 Tp:7 ZC:5087 SYN Miss:0 B:000 DC1:2484 IO:3000/0000/3400 FP:4688/BK:2/3 Cyc:14732 TpHR:597 ZcI:9 ZcIHR:484 PZcI:8 Ph:2 FL:2 Frc:1 eRPM:25955 D%:255,CL,12416,14224,2477,4,7,5087,1,0,0,0,0,2484,12288,0,13312,,,,,,597,9,484,8,,1,25955,255,,0,0,0,0,0,,
1773730327063,10.414,S:CL P:15152 V:14192 D:2868 St:5 Tp:6 ZC:5365 SYN Miss:0 B:111 DC1:2883 IO:3000/3000/0000 FP:4967/BK:2/3 Cyc:21423 TpHR:530 ZcI:7 ZcIHR:484 PZcI:7 Ph:2 FL:2 Frc:0 eRPM:29875 D%:290,CL,15152,14192,2868,5,6,5365,1,0,1,1,1,2883,12288,12288,0,,,,,,530,7,484,7,,0,29875,290,,0,0,0,0,0,,
1773730327162,10.513,S:CL P:15440 V:14240 D:2906 St:1 Tp:6 ZC:5667 SYN Miss:0 B:100 DC1:2908 IO:3000/3000/3400 FP:5270/BK:2/3 Cyc:28208 TpHR:509 ZcI:6 ZcIHR:562 PZcI:6 Ph:0 FL:2 Frc:1 eRPM:30398 D%:290,CL,15440,14240,2906,1,6,5667,1,0,1,0,0,2908,12288,12288,13312,,,,,,509,6,562,6,,1,30398,290,,0,0,0,0,0,,
1773730327262,10.613,S:CL P:15456 V:14224 D:2908 St:5 Tp:6 ZC:5971 SYN Miss:0 B:101 DC1:2913 IO:0000/3400/0000 FP:5574/BK:2/3 Cyc:34989 TpHR:507 ZcI:6 ZcIHR:532 PZcI:6 Ph:0 FL:2 Frc:1 eRPM:30697 D%:291,CL,15456,14224,2908,5,6,5971,1,0,1,0,1,2913,0,13312,0,,,,,,507,6,532,6,,1,30697,291,,0,0,0,0,0,,
1773730327362,10.713,S:CL P:15488 V:14240 D:2911 St:3 Tp:6 ZC:6275 SYN Miss:0 B:001 DC1:2908 IO:3400/0000/3000 FP:5878/BK:2/3 Cyc:41854 TpHR:511 ZcI:6 ZcIHR:516 PZcI:6 Ph:1 FL:2 Frc:1 eRPM:30697 D%:291,CL,15488,14240,2911,3,6,6275,1,0,0,0,1,2908,13312,0,12288,,,,,,511,6,516,6,,1,30697,291,,0,0,0,0,0,,
1773730327461,10.813,S:CL P:17136 V:14208 D:3151 St:1 Tp:5 ZC:6585 SYN Miss:0 B:000 DC1:3160 IO:3000/3000/3400 FP:6189/BK:2/3 Cyc:48623 TpHR:478 ZcI:7 ZcIHR:516 PZcI:7 Ph:2 FL:2 Frc:1 eRPM:33033 D%:320,CL,17136,14208,3151,1,5,6585,1,0,0,0,0,3160,12288,12288,13312,,,,,,478,7,516,7,,1,33033,320,,0,0,0,0,0,,
1773730327561,10.912,S:CL P:18208 V:14208 D:3301 St:3 Tp:5 ZC:6924 SYN Miss:0 B:111 DC1:3301 IO:3000/3400/0000 FP:6528/BK:2/3 Cyc:55159 TpHR:447 ZcI:5 ZcIHR:485 PZcI:6 Ph:1 FL:2 Frc:1 eRPM:34265 D%:330,CL,18208,14208,3301,3,5,6924,1,0,1,1,1,3301,12288,13312,0,,,,,,447,5,485,6,,1,34265,330,,0,0,0,0,0,,
1773730327661,11.012,S:CL P:18256 V:14240 D:3304 St:0 Tp:5 ZC:7268 SYN Miss:0 B:100 DC1:3306 IO:3000/3000/3400 FP:6872/BK:2/3 Cyc:61701 TpHR:453 ZcI:6 ZcIHR:485 PZcI:6 Ph:1 FL:2 Frc:0 eRPM:34722 D%:330,CL,18256,14240,3304,0,5,7268,1,0,1,0,0,3306,12288,12288,13312,,,,,,453,6,485,6,,0,34722,330,,0,0,0,0,0,,
1773730327760,11.111,S:CL P:18256 V:14208 D:3306 St:2 Tp:5 ZC:7612 SYN Miss:0 B:110 DC1:3308 IO:3400/3000/3000 FP:7217/BK:2/3 Cyc:2707 TpHR:450 ZcI:6 ZcIHR:437 PZcI:6 Ph:2 FL:2 Frc:1 eRPM:34416 D%:330,CL,18256,14208,3306,2,5,7612,1,0,1,1,0,3308,13312,12288,12288,,,,,,450,6,437,6,,1,34416,330,,0,0,0,0,0,,
1773730327860,11.211,S:CL P:18272 V:14240 D:3308 St:5 Tp:5 ZC:7957 SYN Miss:0 B:001 DC1:3310 IO:0000/3400/3000 FP:7562/BK:2/3 Cyc:9228 TpHR:446 ZcI:6 ZcIHR:437 PZcI:6 Ph:1 FL:2 Frc:0 eRPM:34416 D%:331,CL,18272,14240,3308,5,5,7957,1,0,0,0,1,3310,0,13312,12288,,,,,,446,6,437,6,,0,34416,331,,0,0,0,0,0,,
1773730327960,11.311,S:CL P:19712 V:14192 D:3517 St:3 Tp:5 ZC:8304 SYN Miss:0 B:101 DC1:3533 IO:0000/3400/0000 FP:7909/BK:2/3 Cyc:15733 TpHR:428 ZcI:6 ZcIHR:407 PZcI:6 Ph:0 FL:2 Frc:1 eRPM:36337 D%:357,CL,19712,14192,3517,3,5,8304,1,0,1,0,1,3533,0,13312,0,,,,,,428,6,407,6,,1,36337,357,,0,0,0,0,0,,
1773730328060,11.411,S:CL P:21856 V:14208 D:3819 St:3 Tp:4 ZC:8693 SYN Miss:0 B:001 DC1:3817 IO:0000/3000/3000 FP:8300/BK:2/3 Cyc:23498 TpHR:387 ZcI:5 ZcIHR:360 PZcI:5 Ph:1 FL:2 Frc:1 eRPM:41226 D%:381,CL,21856,14208,3819,3,4,8693,1,0,0,0,1,3817,0,12288,12288,,,,,,387,5,360,5,,1,41226,381,,0,0,0,0,0,,
1773730328159,11.51,S:CL P:21856 V:14240 D:3819 St:0 Tp:4 ZC:9098 SYN Miss:0 B:110 DC1:3817 IO:3400/3000/0000 FP:8705/BK:2/3 Cyc:31858 TpHR:385 ZcI:5 ZcIHR:407 PZcI:5 Ph:1 FL:2 Frc:1 eRPM:40374 D%:381,CL,21856,14240,3819,0,4,9098,1,0,1,1,0,3817,13312,12288,0,,,,,,385,5,407,5,,1,40374,381,,0,0,0,0,0,,
1773730328259,11.61,S:CL P:21856 V:14240 D:3819 St:2 Tp:4 ZC:9503 SYN Miss:0 B:101 DC1:3819 IO:0000/3000/3000 FP:9110/BK:2/3 Cyc:40191 TpHR:385 ZcI:5 ZcIHR:360 PZcI:5 Ph:1 FL:2 Frc:1 eRPM:41226 D%:381,CL,21856,14240,3819,2,4,9503,1,0,1,0,1,3819,0,12288,12288,,,,,,385,5,360,5,,1,41226,381,,0,0,0,0,0,,
1773730328359,11.71,S:CL P:21872 V:14240 D:3824 St:5 Tp:4 ZC:9908 SYN Miss:0 B:001 DC1:3821 IO:3400/0000/3000 FP:9515/BK:2/3 Cyc:48553 TpHR:380 ZcI:5 ZcIHR:406 PZcI:5 Ph:1 FL:2 Frc:1 eRPM:40270 D%:382,CL,21872,14240,3824,5,4,9908,1,0,0,0,1,3821,13312,0,12288,,,,,,380,5,406,5,,1,40270,382,,0,0,0,0,0,,
1773730328459,11.81,S:CL P:23392 V:14240 D:4028 St:3 Tp:4 ZC:10326 SYN Miss:0 B:111 DC1:4030 IO:3400/0000/3000 FP:9935/BK:2/3 Cyc:56693 TpHR:356 ZcI:3 ZcIHR:328 PZcI:6 Ph:1 FL:2 Frc:1 eRPM:42925 D%:403,CL,23392,14240,4028,3,4,10326,1,0,1,1,1,4030,13312,0,12288,,,,,,356,3,328,6,,1,42925,403,,0,0,0,0,0,,
1773730328558,11.909,S:CL P:23392 V:14192 D:4033 St:2 Tp:4 ZC:10757 SYN Miss:0 B:001 DC1:4033 IO:3000/0000/3400 FP:10366/BK:2/3 Cyc:64767 TpHR:359 ZcI:6 ZcIHR:328 PZcI:5 Ph:1 FL:2 Frc:0 eRPM:42808 D%:403,CL,23392,14192,4033,2,4,10757,1,0,0,0,1,4033,12288,0,13312,,,,,,359,6,328,5,,0,42808,403,,0,0,0,0,0,,
1773730328658,12.009,S:CL P:23408 V:14208 D:4035 St:1 Tp:4 ZC:11188 SYN Miss:0 B:101 DC1:4035 IO:0000/3000/3000 FP:10797/BK:2/3 Cyc:7303 TpHR:365 ZcI:4 ZcIHR:344 PZcI:6 Ph:0 FL:2 Frc:1 eRPM:42691 D%:403,CL,23408,14208,4035,1,4,11188,1,0,1,0,1,4035,0,12288,12288,,,,,,365,4,344,6,,1,42691,403,,0,0,0,0,0,,
1773730328758,12.109,S:CL P:23392 V:14208 D:4037 St:0 Tp:4 ZC:11619 SYN Miss:0 B:110 DC1:4035 IO:3000/3400/0000 FP:11228/BK:2/3 Cyc:15383 TpHR:361 ZcI:5 ZcIHR:328 PZcI:4 Ph:1 FL:2 Frc:1 eRPM:43402 D%:403,CL,23392,14208,4037,0,4,11619,1,0,1,1,0,4035,12288,13312,0,,,,,,361,5,328,4,,1,43402,403,,0,0,0,0,0,,
1773730328857,12.209,S:CL P:23392 V:14224 D:4037 St:4 Tp:4 ZC:12049 SYN Miss:0 B:110 DC1:4037 IO:3400/3000/0000 FP:11658/BK:2/3 Cyc:23425 TpHR:358 ZcI:4 ZcIHR:359 PZcI:5 Ph:0 FL:2 Frc:1 eRPM:42925 D%:403,CL,23392,14224,4037,4,4,12049,1,0,1,1,0,4037,13312,12288,0,,,,,,358,4,359,5,,1,42925,403,,0,0,0,0,0,,
1773730328957,12.308,S:CL P:25296 V:14176 D:4305 St:4 Tp:4 ZC:12487 SYN Miss:0 B:110 DC1:4307 IO:3400/3000/0000 FP:12097/BK:2/3 Cyc:31491 TpHR:348 ZcI:3 ZcIHR:313 PZcI:4 Ph:1 FL:2 Frc:0 eRPM:45158 D%:431,CL,25296,14176,4305,4,4,12487,1,0,1,1,0,4307,13312,12288,0,,,,,,348,3,313,4,,0,45158,431,,0,0,0,0,0,,
1773730329057,12.408,S:CL P:25344 V:14208 D:4312 St:0 Tp:4 ZC:12939 SYN Miss:0 B:101 DC1:4312 IO:0000/3000/3400 FP:12549/BK:2/3 Cyc:39510 TpHR:340 ZcI:4 ZcIHR:344 PZcI:4 Ph:0 FL:2 Frc:1 eRPM:45687 D%:431,CL,25344,14208,4312,0,4,12939,1,0,1,0,1,4312,0,12288,13312,,,,,,340,4,344,4,,1,45687,431,,0,0,0,0,0,,
1773730329157,12.508,S:CL P:25344 V:14224 D:4310 St:3 Tp:4 ZC:13392 SYN Miss:0 B:111 DC1:4314 IO:3400/0000/3000 FP:13002/BK:2/3 Cyc:47540 TpHR:348 ZcI:5 ZcIHR:359 PZcI:4 Ph:1 FL:2 Frc:0 eRPM:45421 D%:431,CL,25344,14224,4310,3,4,13392,1,0,1,1,1,4314,13312,0,12288,,,,,,348,5,359,4,,0,45421,431,,0,0,0,0,0,,
1773730329256,12.608,S:CL P:25328 V:14144 D:4312 St:5 Tp:4 ZC:13844 SYN Miss:0 B:111 DC1:4312 IO:0000/3400/3000 FP:13454/BK:2/3 Cyc:55557 TpHR:341 ZcI:5 ZcIHR:343 PZcI:5 Ph:0 FL:2 Frc:1 eRPM:45158 D%:431,CL,25328,14144,4312,5,4,13844,1,0,1,1,1,4312,0,13312,12288,,,,,,341,5,343,5,,1,45158,431,,0,0,0,0,0,,
1773730329356,12.707,S:CL P:26880 V:14160 D:4534 St:0 Tp:3 ZC:14301 SYN Miss:0 B:101 DC1:4548 IO:0000/3000/3400 FP:13912/BK:2/3 Cyc:63566 TpHR:320 ZcI:4 ZcIHR:296 PZcI:4 Ph:1 FL:2 Frc:1 eRPM:48524 D%:459,CL,26880,14160,4534,0,3,14301,1,0,1,0,1,4548,0,12288,13312,,,,,,320,4,296,4,,1,48524,459,,0,0,0,0,0,,
1773730329456,12.807,S:CL P:28800 V:14208 D:4800 St:1 Tp:3 ZC:14801 SYN Miss:0 B:011 DC1:4802 IO:3400/3000/0000 FP:14413/BK:2/3 Cyc:5937 TpHR:303 ZcI:4 ZcIHR:296 PZcI:4 Ph:1 FL:2 Frc:1 eRPM:51062 D%:480,CL,28800,14208,4800,1,3,14801,1,0,0,1,1,4802,13312,12288,0,,,,,,303,4,296,4,,1,51062,480,,0,0,0,0,0,,
1773730329556,12.907,S:CL P:28800 V:14240 D:4800 St:4 Tp:3 ZC:15308 SYN Miss:0 B:100 DC1:4802 IO:0000/3000/3400 FP:14920/BK:2/3 Cyc:13948 TpHR:306 ZcI:3 ZcIHR:297 PZcI:4 Ph:0 FL:2 Frc:1 eRPM:51062 D%:480,CL,28800,14240,4800,4,3,15308,1,0,1,0,0,4802,0,12288,13312,,,,,,306,3,297,4,,1,51062,480,,0,0,0,0,0,,
1773730329655,13.006,S:CL P:28784 V:14240 D:4800 St:1 Tp:3 ZC:15815 SYN Miss:0 B:101 DC1:4805 IO:3400/3000/0000 FP:15427/BK:2/3 Cyc:21970 TpHR:305 ZcI:3 ZcIHR:281 PZcI:4 Ph:1 FL:2 Frc:1 eRPM:51398 D%:479,CL,28784,14240,4800,1,3,15815,1,0,1,0,1,4805,13312,12288,0,,,,,,305,3,281,4,,1,51398,479,,0,0,0,0,0,,
1773730329755,13.106,S:CL P:28800 V:14176 D:4807 St:4 Tp:3 ZC:16322 SYN Miss:0 B:100 DC1:4802 IO:0000/0000/3400 FP:15934/BK:2/3 Cyc:30017 TpHR:309 ZcI:4 ZcIHR:281 PZcI:4 Ph:0 FL:2 Frc:1 eRPM:51398 D%:481,CL,28800,14176,4807,4,3,16322,1,0,1,0,0,4802,0,0,13312,,,,,,309,4,281,4,,1,51398,481,,0,0,0,0,0,,
1773730329855,13.206,S:CL P:33360 V:14144 D:5452 St:2 Tp:3 ZC:16849 SYN Miss:0 B:100 DC1:5450 IO:0000/0000/3000 FP:16464/BK:2/3 Cyc:37939 TpHR:273 ZcI:3 ZcIHR:282 PZcI:3 Ph:1 FL:2 Frc:1 eRPM:57444 D%:545,CL,33360,14144,5452,2,3,16849,1,0,1,0,0,5450,0,0,12288,,,,,,273,3,282,3,,1,57444,545,,0,0,0,0,0,,
1773730329955,13.306,S:CL P:33392 V:14224 D:5452 St:4 Tp:3 ZC:17420 SYN Miss:0 B:101 DC1:5456 IO:3400/3000/0000 FP:17035/BK:2/3 Cyc:45760 TpHR:272 ZcI:3 ZcIHR:281 PZcI:4 Ph:1 FL:2 Frc:1 eRPM:57656 D%:545,CL,33392,14224,5452,4,3,17420,1,0,1,0,1,5456,13312,12288,0,,,,,,272,3,281,4,,1,57656,545,,0,0,0,0,0,,
1773730330054,13.405,S:CL P:33392 V:14176 D:5456 St:0 Tp:3 ZC:17992 SYN Miss:0 B:010 DC1:5459 IO:3000/3400/3000 FP:17607/BK:2/3 Cyc:53697 TpHR:270 ZcI:3 ZcIHR:281 PZcI:4 Ph:0 FL:2 Frc:1 eRPM:57870 D%:545,CL,33392,14176,5456,0,3,17992,1,0,0,1,0,5459,12288,13312,12288,,,,,,270,3,281,4,,1,57870,545,,0,0,0,0,0,,
1773730330154,13.505,S:CL P:33408 V:14080 D:5454 St:0 Tp:3 ZC:18563 SYN Miss:0 B:010 DC1:5454 IO:0000/3000/3400 FP:18178/BK:2/3 Cyc:61618 TpHR:270 ZcI:4 ZcIHR:266 PZcI:3 Ph:0 FL:2 Frc:1 eRPM:57444 D%:545,CL,33408,14080,5454,0,3,18563,1,0,0,1,0,5454,0,12288,13312,,,,,,270,4,266,3,,1,57444,545,,0,0,0,0,0,,
1773730330254,13.605,S:CL P:33616 V:14208 D:5486 St:2 Tp:3 ZC:19134 SYN Miss:0 B:110 DC1:5488 IO:0000/0000/3000 FP:18750/BK:2/3 Cyc:4028 TpHR:271 ZcI:4 ZcIHR:265 PZcI:4 Ph:0 FL:2 Frc:1 eRPM:57656 D%:548,CL,33616,14208,5486,2,3,19134,1,0,1,1,0,5488,0,0,12288,,,,,,271,4,265,4,,1,57656,548,,0,0,0,0,0,,
1773730330353,13.705,S:CL P:33696 V:14208 D:5502 St:4 Tp:3 ZC:19706 SYN Miss:0 B:101 DC1:5500 IO:3400/0000/0000 FP:19321/BK:2/3 Cyc:11978 TpHR:272 ZcI:3 ZcIHR:281 PZcI:4 Ph:2 FL:2 Frc:1 eRPM:57234 D%:551,CL,33696,14208,5502,4,3,19706,1,0,1,0,1,5500,13312,0,0,,,,,,272,3,281,4,,1,57234,551,,0,0,0,0,0,,
1773730330453,13.804,S:CL P:40704 V:13888 D:6528 St:2 Tp:2 ZC:17 SYN Miss:0 B:101 DC1:6615 IO:3400/3000/0000 FP:19905/BK:2/3 Cyc:19479 TpHR:208 ZcI:2 ZcIHR:219 PZcI:3 Ph:0 FL:2 Frc:1 eRPM:79719 D%:677,CL,40704,13888,6528,2,2,17,1,0,1,0,1,6615,13312,12288,0,,,,,,208,2,219,3,,1,79719,677,,0,0,0,0,0,,
1773730330553,13.904,S:CL P:44368 V:14160 D:7012 St:4 Tp:2 ZC:631 SYN Miss:0 B:010 DC1:7014 IO:3000/0000/0000 FP:20638/BK:2/3 Cyc:26322 TpHR:200 ZcI:3 ZcIHR:141 PZcI:3 Ph:0 FL:2 Frc:1 eRPM:74052 D%:701,CL,44368,14160,7012,4,2,631,1,0,0,1,0,7014,12288,0,0,,,,,,200,3,141,3,,1,74052,701,,0,0,0,0,0,,
1773730330653,14.004,S:CL P:44384 V:14080 D:7014 St:0 Tp:2 ZC:1377 SYN Miss:0 B:101 DC1:7014 IO:3000/3000/3400 FP:21384/BK:2/3 Cyc:33123 TpHR:212 ZcI:2 ZcIHR:219 PZcI:3 Ph:0 FL:2 Frc:1 eRPM:74404 D%:701,CL,44384,14080,7014,0,2,1377,1,0,1,0,1,7014,12288,12288,13312,,,,,,212,2,219,3,,1,74404,701,,0,0,0,0,0,,
1773730330752,14.103,S:CL P:44384 V:14112 D:7012 St:3 Tp:2 ZC:2124 SYN Miss:0 B:000 DC1:7012 IO:3000/0000/0000 FP:22131/BK:2/3 Cyc:39886 TpHR:193 ZcI:2 ZcIHR:125 PZcI:2 Ph:1 FL:2 Frc:1 eRPM:74760 D%:700,CL,44384,14112,7012,3,2,2124,1,0,0,0,0,7012,12288,0,0,,,,,,193,2,125,2,,1,74760,700,,0,0,0,0,0,,
1773730330852,14.203,S:CL P:44368 V:14192 D:7012 St:4 Tp:2 ZC:2870 SYN Miss:0 B:000 DC1:7017 IO:3400/3400/3400 FP:22876/BK:2/3 Cyc:46682 TpHR:215 ZcI:2 ZcIHR:281 PZcI:2 Ph:2 FL:2 Frc:1 eRPM:72674 D%:701,CL,44368,14192,7012,4,2,2870,1,0,0,0,0,7017,13312,13312,13312,,,,,,215,2,281,2,,1,72674,701,,0,0,0,0,0,,
1773730330952,14.303,S:CL P:44368 V:14160 D:7014 St:0 Tp:2 ZC:3616 SYN Miss:0 B:101 DC1:7014 IO:0000/3000/3000 FP:23623/BK:2/3 Cyc:53438 TpHR:211 ZcI:3 ZcIHR:203 PZcI:2 Ph:1 FL:2 Frc:1 eRPM:73702 D%:701,CL,44368,14160,7014,0,2,3616,1,0,1,0,1,7014,0,12288,12288,,,,,,211,3,203,2,,1,73702,701,,0,0,0,0,0,,
1773730331051,14.403,S:CL P:45296 V:14048 D:7146 St:5 Tp:2 ZC:4365 SYN Miss:0 B:101 DC1:7162 IO:3000/3000/3400 FP:24372/BK:2/3 Cyc:60181 TpHR:203 ZcI:2 ZcIHR:126 PZcI:3 Ph:1 FL:2 Frc:1 eRPM:78517 D%:721,CL,45296,14048,7146,5,2,4365,1,0,1,0,1,7162,12288,12288,13312,,,,,,203,2,126,3,,1,78517,721,,0,0,0,0,0,,
1773730331151,14.502,S:CL P:48688 V:14144 D:7625 St:0 Tp:2 ZC:5151 SYN Miss:0 B:000 DC1:7625 IO:0000/0000/0000 FP:25162/BK:2/3 Cyc:1311 TpHR:186 ZcI:2 ZcIHR:141 PZcI:3 Ph:0 FL:2 Frc:1 eRPM:81380 D%:763,CL,48688,14144,7625,0,2,5151,1,0,0,0,0,7625,0,0,0,,,,,,186,2,141,3,,1,81380,763,,0,0,0,0,0,,
1773730331251,14.602,S:CL P:48736 V:14144 D:7634 St:0 Tp:2 ZC:5969 SYN Miss:0 B:010 DC1:7632 IO:3400/3400/3000 FP:25979/BK:2/3 Cyc:7867 TpHR:189 ZcI:2 ZcIHR:249 PZcI:3 Ph:0 FL:2 Frc:1 eRPM:81380 D%:763,CL,48736,14144,7634,0,2,5969,1,0,0,1,0,7632,13312,13312,12288,,,,,,189,2,249,3,,1,81380,763,,0,0,0,0,0,,
1773730331351,14.702,S:CL P:48720 V:14144 D:7632 St:4 Tp:2 ZC:6787 SYN Miss:0 B:101 DC1:7637 IO:3000/3000/3000 FP:26797/BK:2/3 Cyc:14411 TpHR:189 ZcI:3 ZcIHR:203 PZcI:2 Ph:2 FL:2 Frc:0 eRPM:83556 D%:763,CL,48720,14144,7632,4,2,6787,1,0,1,0,1,7637,12288,12288,12288,,,,,,189,3,203,2,,0,83556,763,,0,0,0,0,0,,
1773730331450,14.802,S:CL P:48752 V:14176 D:7637 St:0 Tp:2 ZC:7605 SYN Miss:0 B:000 DC1:7632 IO:0000/0000/0000 FP:27616/BK:2/3 Cyc:20956 TpHR:186 ZcI:2 ZcIHR:250 PZcI:2 Ph:2 FL:2 Frc:1 eRPM:82236 D%:763,CL,48752,14176,7637,0,2,7605,1,0,0,0,0,7632,0,0,0,,,,,,186,2,250,2,,1,82236,763,,0,0,0,0,0,,
1773730331550,14.901,S:CL P:50080 V:14192 D:7836 St:2 Tp:2 ZC:8425 SYN Miss:0 B:100 DC1:7864 IO:3000/3000/3400 FP:28435/BK:2/3 Cyc:27498 TpHR:189 ZcI:2 ZcIHR:188 PZcI:2 Ph:0 FL:2 Frc:0 eRPM:88276 D%:796,CL,50080,14192,7836,2,2,8425,1,0,1,0,0,7864,12288,12288,13312,,,,,,189,2,188,2,,0,88276,796,,0,0,0,0,0,,
1773730331650,15.001,S:CL P:56512 V:14064 D:8738 St:4 Tp:2 ZC:9286 SYN Miss:0 B:010 DC1:8740 IO:3400/3400/3400 FP:29299/BK:2/3 Cyc:33913 TpHR:168 ZcI:2 ZcIHR:156 PZcI:3 Ph:0 FL:2 Frc:1 eRPM:91911 D%:874,CL,56512,14064,8738,4,2,9286,1,0,0,1,0,8740,13312,13312,13312,,,,,,168,2,156,3,,1,91911,874,,0,0,0,0,0,,
1773730331750,15.101,S:CL P:56624 V:14144 D:8745 St:0 Tp:2 ZC:10194 SYN Miss:0 B:101 DC1:8745 IO:0000/0000/0000 FP:30209/BK:2/3 Cyc:40146 TpHR:168 ZcI:3 ZcIHR:171 PZcI:2 Ph:2 FL:2 Frc:1 eRPM:92455 D%:874,CL,56624,14144,8745,0,2,10194,1,0,1,0,1,8745,0,0,0,,,,,,168,3,171,2,,1,92455,874,,0,0,0,0,0,,
